slot_id,scenario_id,scenario_name,airport_code,airport_name,slot_time,slot_type,total_slots,used_slots,available_slots,is_congested,slot_restriction
SLT-1-SIN-11,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T11:00:00Z,DEPARTURE,29,42,10,N,NONE
SLT-1-SIN-12,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T12:00:00Z,ARRIVAL,21,32,7,Y,NONE
SLT-1-SIN-13,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T13:00:00Z,ARRIVAL,43,32,0,Y,NONE
SLT-1-SIN-14,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T14:00:00Z,DEPARTURE,27,32,3,N,NONE
SLT-1-SIN-15,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T15:00:00Z,DEPARTURE,30,36,10,N,NONE
SLT-1-SIN-16,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T16:00:00Z,DEPARTURE,35,15,5,N,CAPACITY
SLT-1-SIN-17,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T17:00:00Z,DEPARTURE,23,32,7,Y,NONE
SLT-1-SIN-18,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T18:00:00Z,DEPARTURE,28,44,7,N,NOISE
SLT-1-SIN-19,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T19:00:00Z,DEPARTURE,20,43,1,N,NOISE
SLT-1-SIN-20,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T20:00:00Z,DEPARTURE,36,20,3,Y,CAPACITY
SLT-1-SIN-21,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T21:00:00Z,ARRIVAL,35,16,4,N,WEATHER
SLT-1-SIN-22,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T22:00:00Z,DEPARTURE,45,25,8,N,NOISE
SLT-1-SIN-23,1,Bangkok Typhoon + Critical MEL Aircraft,SIN,Changi,2026-01-19T23:00:00Z,DEPARTURE,33,25,2,N,NONE
SLT-1-CDG-06,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T06:00:00Z,DEPARTURE,22,24,0,N,NONE
SLT-1-CDG-07,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T07:00:00Z,ARRIVAL,21,21,2,N,WEATHER
SLT-1-CDG-08,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T08:00:00Z,ARRIVAL,32,31,5,Y,NONE
SLT-1-CDG-09,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T09:00:00Z,DEPARTURE,20,17,0,N,NONE
SLT-1-CDG-10,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T10:00:00Z,DEPARTURE,46,23,1,N,NONE
SLT-1-CDG-11,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T11:00:00Z,ARRIVAL,32,15,0,Y,CAPACITY
SLT-1-CDG-12,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T12:00:00Z,ARRIVAL,20,43,7,N,NONE
SLT-1-CDG-13,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T13:00:00Z,ARRIVAL,47,38,10,N,NONE
SLT-1-CDG-14,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T14:00:00Z,DEPARTURE,47,18,9,Y,NONE
SLT-1-CDG-15,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T15:00:00Z,ARRIVAL,46,43,1,N,NONE
SLT-1-CDG-16,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T16:00:00Z,DEPARTURE,20,39,7,N,NOISE
SLT-1-CDG-17,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T17:00:00Z,DEPARTURE,20,25,2,N,NONE
SLT-1-CDG-18,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T18:00:00Z,ARRIVAL,37,20,2,N,NOISE
SLT-1-CDG-19,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T19:00:00Z,ARRIVAL,29,31,9,Y,NONE
SLT-1-CDG-20,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T20:00:00Z,DEPARTURE,42,34,9,N,NOISE
SLT-1-CDG-21,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T21:00:00Z,DEPARTURE,29,35,6,N,NOISE
SLT-1-CDG-22,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T22:00:00Z,DEPARTURE,21,23,10,N,NONE
SLT-1-CDG-23,1,Bangkok Typhoon + Critical MEL Aircraft,CDG,Charles de Gaulle,2026-01-19T23:00:00Z,ARRIVAL,22,35,10,Y,NONE
SLT-1-FRA-06,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T06:00:00Z,ARRIVAL,39,45,2,Y,WEATHER
SLT-1-FRA-07,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T07:00:00Z,ARRIVAL,20,20,10,N,CAPACITY
SLT-1-FRA-08,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T08:00:00Z,ARRIVAL,33,22,10,N,NONE
SLT-1-FRA-09,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T09:00:00Z,DEPARTURE,27,33,10,N,NONE
SLT-1-FRA-10,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T10:00:00Z,ARRIVAL,32,37,7,N,NONE
SLT-1-FRA-11,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T11:00:00Z,ARRIVAL,36,28,10,N,NONE
SLT-1-FRA-12,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T12:00:00Z,DEPARTURE,43,42,0,Y,NOISE
SLT-1-FRA-13,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T13:00:00Z,DEPARTURE,22,33,8,N,NONE
SLT-1-FRA-14,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T14:00:00Z,ARRIVAL,43,32,3,N,NONE
SLT-1-FRA-15,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T15:00:00Z,DEPARTURE,24,33,6,Y,NONE
SLT-1-FRA-16,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T16:00:00Z,DEPARTURE,45,34,2,Y,NONE
SLT-1-FRA-17,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T17:00:00Z,ARRIVAL,26,27,3,N,NOISE
SLT-1-FRA-18,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T18:00:00Z,DEPARTURE,20,30,10,N,NONE
SLT-1-FRA-19,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T19:00:00Z,ARRIVAL,41,19,5,N,NONE
SLT-1-FRA-20,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T20:00:00Z,DEPARTURE,41,16,3,N,NONE
SLT-1-FRA-21,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T21:00:00Z,ARRIVAL,47,38,8,N,NONE
SLT-1-FRA-22,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T22:00:00Z,ARRIVAL,37,45,7,Y,WEATHER
SLT-1-FRA-23,1,Bangkok Typhoon + Critical MEL Aircraft,FRA,Frankfurt,2026-01-19T23:00:00Z,DEPARTURE,20,38,6,N,NONE
SLT-1-JFK-06,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T06:00:00Z,DEPARTURE,34,24,9,N,NONE
SLT-1-JFK-07,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T07:00:00Z,ARRIVAL,42,19,5,N,NOISE
SLT-1-JFK-08,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T08:00:00Z,ARRIVAL,47,33,0,N,NONE
SLT-1-JFK-09,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T09:00:00Z,DEPARTURE,43,19,8,N,NOISE
SLT-1-JFK-10,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T10:00:00Z,ARRIVAL,45,32,0,Y,WEATHER
SLT-1-JFK-11,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T11:00:00Z,DEPARTURE,36,32,3,N,NONE
SLT-1-JFK-12,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T12:00:00Z,DEPARTURE,35,18,2,N,NONE
SLT-1-JFK-13,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T13:00:00Z,ARRIVAL,36,45,5,Y,NONE
SLT-1-JFK-14,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T14:00:00Z,ARRIVAL,41,36,5,N,NONE
SLT-1-JFK-15,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T15:00:00Z,DEPARTURE,29,37,3,Y,NONE
SLT-1-JFK-16,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T16:00:00Z,DEPARTURE,28,32,8,N,NONE
SLT-1-JFK-17,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T17:00:00Z,ARRIVAL,20,29,1,Y,NONE
SLT-1-JFK-18,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T18:00:00Z,DEPARTURE,21,22,4,Y,NONE
SLT-1-JFK-19,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T19:00:00Z,ARRIVAL,31,35,4,Y,NONE
SLT-1-JFK-20,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T20:00:00Z,ARRIVAL,26,34,8,Y,CAPACITY
SLT-1-JFK-21,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T21:00:00Z,ARRIVAL,44,19,10,N,NONE
SLT-1-JFK-22,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T22:00:00Z,ARRIVAL,39,45,3,N,NONE
SLT-1-JFK-23,1,Bangkok Typhoon + Critical MEL Aircraft,JFK,John F Kennedy,2026-01-19T23:00:00Z,DEPARTURE,29,30,7,N,NONE
SLT-1-DEL-06,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T06:00:00Z,ARRIVAL,32,39,9,N,NONE
SLT-1-DEL-07,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T07:00:00Z,DEPARTURE,31,25,6,N,NONE
SLT-1-DEL-08,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T08:00:00Z,ARRIVAL,42,17,8,Y,NONE
SLT-1-DEL-09,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T09:00:00Z,ARRIVAL,25,44,1,N,NONE
SLT-1-DEL-10,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T10:00:00Z,ARRIVAL,20,37,9,N,NONE
SLT-1-DEL-11,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T11:00:00Z,DEPARTURE,22,32,7,N,NOISE
SLT-1-DEL-12,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T12:00:00Z,DEPARTURE,33,36,1,N,NONE
SLT-1-DEL-13,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T13:00:00Z,DEPARTURE,43,21,6,Y,NONE
SLT-1-DEL-14,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T14:00:00Z,DEPARTURE,24,37,4,N,NONE
SLT-1-DEL-15,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T15:00:00Z,ARRIVAL,48,15,3,N,CAPACITY
SLT-1-DEL-16,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T16:00:00Z,DEPARTURE,28,17,2,Y,NONE
SLT-1-DEL-17,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T17:00:00Z,ARRIVAL,42,34,10,Y,NOISE
SLT-1-DEL-18,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T18:00:00Z,ARRIVAL,48,19,8,Y,NONE
SLT-1-DEL-19,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T19:00:00Z,ARRIVAL,34,43,3,Y,CAPACITY
SLT-1-DEL-20,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T20:00:00Z,DEPARTURE,26,43,7,Y,NONE
SLT-1-DEL-21,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T21:00:00Z,ARRIVAL,48,22,4,N,NONE
SLT-1-DEL-22,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T22:00:00Z,DEPARTURE,31,37,4,Y,NONE
SLT-1-DEL-23,1,Bangkok Typhoon + Critical MEL Aircraft,DEL,Indira Gandhi,2026-01-19T23:00:00Z,DEPARTURE,42,27,6,N,NONE
SLT-1-SYD-06,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T06:00:00Z,ARRIVAL,45,27,3,Y,NONE
SLT-1-SYD-07,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T07:00:00Z,ARRIVAL,41,26,0,Y,NONE
SLT-1-SYD-08,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T08:00:00Z,ARRIVAL,45,19,0,N,NONE
SLT-1-SYD-09,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T09:00:00Z,DEPARTURE,46,21,1,N,NONE
SLT-1-SYD-10,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T10:00:00Z,DEPARTURE,46,27,2,Y,NONE
SLT-1-SYD-11,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T11:00:00Z,ARRIVAL,26,20,8,Y,NONE
SLT-1-SYD-12,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T12:00:00Z,DEPARTURE,26,33,4,N,NONE
SLT-1-SYD-13,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T13:00:00Z,DEPARTURE,35,18,0,N,NONE
SLT-1-SYD-14,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T14:00:00Z,ARRIVAL,47,21,1,N,NOISE
SLT-1-SYD-15,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T15:00:00Z,ARRIVAL,48,35,2,N,NONE
SLT-1-SYD-16,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T16:00:00Z,ARRIVAL,42,34,0,N,NONE
SLT-1-SYD-17,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T17:00:00Z,DEPARTURE,25,17,0,N,NONE
SLT-1-SYD-18,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T18:00:00Z,DEPARTURE,22,20,1,N,NOISE
SLT-1-SYD-19,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T19:00:00Z,ARRIVAL,48,40,3,N,NONE
SLT-1-SYD-20,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T20:00:00Z,DEPARTURE,46,23,10,N,CAPACITY
SLT-1-SYD-21,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T21:00:00Z,DEPARTURE,33,34,6,N,NONE
SLT-1-SYD-22,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T22:00:00Z,ARRIVAL,49,28,7,N,NONE
SLT-1-SYD-23,1,Bangkok Typhoon + Critical MEL Aircraft,SYD,Sydney Kingsford Smith,2026-01-19T23:00:00Z,DEPARTURE,40,16,1,Y,NONE
